date = 2022/02/30
apparatus = Rockwell Retro Encabulator
time encabulation
0.0000 0.0191
0.0193 -0.0582
0.0387 0.0866
0.0580 -0.0081
0.0773 0.1498
0.0966 -0.0812
0.1158 0.0063
0.1351 -0.0911
0.1543 -0.0077
0.1735 -0.0653
0.1928 0.0184
0.2120 -0.0463
0.2311 -0.0464
0.2503 0.1079
0.2695 -0.2615
0.2886 -0.0629
0.3077 -0.0541
0.3269 -0.0072
0.3460 0.0320
0.3651 -0.0247
0.3841 -0.0621
0.4032 -0.0082
0.4223 0.0454
0.4413 0.0437
0.4603 0.0870
0.4794 -0.1196
0.4984 0.0348
0.5174 -0.0289
0.5364 -0.0278
0.5553 -0.0324
0.5743 -0.0513
0.5933 0.1668
0.6122 -0.0070
0.6312 -0.1283
0.6501 -0.1379
0.6690 0.1360
0.6879 0.0758
0.7068 -0.0505
0.7257 -0.0437
0.7446 -0.0562
0.7634 -0.0544
0.7823 -0.1543
0.8012 -0.1051
0.8200 -0.0092
0.8388 -0.0526
0.8577 0.0656
0.8765 -0.0199
0.8953 -0.1433
0.9141 -0.0633
0.9329 -0.0170
0.9517 -0.0474
0.9705 0.1439
0.9892 0.0728
1.0080 0.1935
1.0268 0.0933
1.0455 -0.0701
1.0643 -0.0094
1.0830 0.0102
1.1017 0.0308
1.1205 -0.2011
1.1392 -0.0099
1.1579 -0.0201
1.1766 0.1226
1.1953 -0.1099
1.2140 0.0095
1.2327 -0.1472
1.2514 0.1115
1.2701 0.1352
1.2888 0.0720
1.3075 -0.0724
1.3261 -0.0208
1.3448 -0.0915
1.3635 0.0528
1.3822 0.0961
1.4008 0.0870
1.4195 0.0373
1.4381 -0.0595
1.4568 0.0320
1.4754 0.0037
1.4941 0.1394
1.5127 -0.0518
1.5314 0.0795
1.5500 0.0923
1.5686 0.0375
1.5873 0.0662
1.6059 0.2712
1.6245 0.1261
1.6432 0.0829
1.6618 0.0843
1.6804 0.0853
1.6990 0.1265
1.7177 0.0099
1.7363 0.1384
1.7549 -0.0607
1.7736 0.0839
1.7922 0.0588
1.8108 0.0097
1.8294 -0.0887
1.8481 0.1455
1.8667 -0.0347
1.8853 -0.0117
1.9039 0.0983
1.9226 0.1219
1.9412 0.0413
1.9598 0.2306
1.9785 0.0446
1.9971 -0.0247
2.0158 0.0176
2.0344 -0.0647
2.0530 0.0011
2.0717 0.0711
2.0903 0.1190
2.1090 0.0851
2.1276 -0.0039
2.1463 -0.0013
2.1650 0.0814
2.1836 0.0415
2.2023 0.0772
2.2210 0.1445
2.2396 -0.0019
2.2583 0.1032
2.2770 0.0410
2.2957 -0.1144
2.3144 0.0785
2.3331 0.1653
2.3518 -0.0523
2.3705 0.1787
2.3892 0.0672
2.4079 -0.1662
2.4266 0.1795
2.4454 0.1363
2.4641 0.2108
2.4828 0.0039
2.5016 0.1631
