date = 2022/02/31
apparatus = Rockwell Micro Encabulator
time,encabulation
0.0000,-0.0944
0.0218,-0.1094
0.0435,0.1271
0.0653,0.0676
0.0870,0.0371
0.1087,0.1267
0.1304,0.1873
0.1521,0.1491
0.1737,-0.1904
0.1953,-0.0333
0.2170,0.0542
0.2385,0.1172
0.2601,-0.0703
0.2817,0.1710
0.3032,-0.0137
0.3248,-0.1086
0.3463,0.2096
0.3678,-0.1230
0.3892,0.0367
0.4107,0.1651
0.4322,-0.2421
0.4536,-0.0218
0.4750,-0.0423
0.4964,0.0374
0.5178,0.0490
0.5392,-0.0084
0.5606,-0.0158
0.5819,-0.0868
0.6032,-0.0225
0.6246,0.0665
0.6459,-0.2529
0.6672,-0.0274
0.6885,0.0833
0.7098,0.0574
0.7311,0.0636
0.7523,0.0407
0.7736,0.0994
0.7948,0.1982
0.8161,0.1311
0.8373,-0.0652
0.8585,0.1863
0.8797,-0.0996
0.9009,0.2089
0.9221,-0.1101
0.9433,-0.1726
0.9645,0.0377
0.9856,0.0779
1.0068,-0.0606
1.0280,-0.0532
1.0491,0.0060
1.0703,0.0110
1.0914,-0.0581
1.1125,-0.0449
1.1337,-0.2383
1.1548,0.0974
1.1759,0.0948
1.1970,0.1384
1.2182,0.0514
1.2393,-0.1084
1.2604,-0.0632
1.2815,-0.0857
1.3026,-0.0567
1.3237,0.0581
1.3448,-0.0457
1.3659,-0.0508
1.3870,0.0325
1.4081,0.0125
1.4292,-0.0844
1.4503,-0.0272
1.4714,0.2670
1.4925,0.0155
1.5136,0.0353
1.5347,0.2147
1.5558,-0.0316
1.5769,0.0092
1.5980,0.1006
1.6191,0.0312
1.6402,-0.0277
1.6613,0.0770
1.6825,0.0903
1.7036,-0.0835
1.7247,0.0852
1.7458,0.2322
1.7670,-0.1541
1.7881,0.0456
1.8093,-0.0125
1.8304,0.0675
1.8516,0.0112
1.8727,-0.0070
1.8939,-0.0093
1.9151,0.0831
1.9362,0.1392
1.9574,-0.1441
1.9786,-0.1829
1.9998,-0.0151
2.0210,0.1594
2.0423,0.1752
2.0635,-0.0514
2.0847,-0.0404
2.1060,-0.0795
2.1272,0.0278
2.1485,0.0040
2.1698,-0.0292
2.1911,0.0949
2.2124,-0.1819
2.2337,0.0403
2.2550,-0.0363
2.2763,0.1004
2.2977,-0.2289
2.3190,0.0777
2.3404,0.0560
2.3618,-0.0695
2.3832,0.1387
2.4046,-0.0307
2.4260,-0.1158
2.4475,-0.0164
2.4689,0.0470
2.4904,0.0368
2.5119,0.0252
2.5334,0.0968
2.5549,0.3230
2.5764,-0.2024
2.5980,0.2588
2.6196,0.0213
2.6411,0.0325
2.6627,-0.0170
2.6844,0.0840
2.7060,0.0470
2.7276,0.0584
2.7493,-0.0181
2.7710,0.1759
2.7927,0.1618
2.8145,0.1509
2.8362,0.0165
2.8580,-0.0137
2.8798,0.0286
2.9016,-0.0042
2.9234,0.0589
2.9453,0.1654
2.9671,0.2518
2.9890,-0.0153
3.0109,0.0839
3.0328,0.1199
3.0547,0.0782
3.0767,0.0242
3.0986,0.2045
3.1205,0.0079
3.1425,0.1714
3.1644,-0.0285
3.1864,0.0046
3.2083,0.1007
3.2302,0.0760
3.2522,0.0537
3.2741,0.0032
3.2960,0.2633
3.3179,0.1654
3.3398,-0.0202
3.3617,0.1779
