date = 2022/02/30
apparatus = Rockwell Retro Encabulator
time encabulation
0.0000 -0.0018
0.0193 -0.0618
0.0387 0.0179
0.0580 0.0324
0.0773 0.0109
0.0966 -0.0230
0.1158 -0.0182
0.1351 0.1002
0.1543 0.0057
0.1735 -0.0314
0.1928 0.0241
0.2120 -0.0368
0.2311 0.0589
0.2503 -0.0380
0.2695 0.0700
0.2886 0.0717
0.3077 0.0599
0.3269 0.0451
0.3460 -0.0642
0.3651 0.1251
0.3841 0.0231
0.4032 0.1100
0.4223 0.0273
0.4413 0.0657
0.4603 0.0755
0.4794 0.0002
0.4984 0.0420
0.5174 0.0757
dust
0.5364 -0.0486
0.5553 0.0211
0.5743 0.0480
0.5933 -0.0167
0.6122 -0.0620
0.6312 0.0223
0.6501 0.0748
0.6690 -0.0116
0.6879 0.0416
0.7068 0.0788
0.7257 0.0877
0.7446 -0.0175
0.7634 -0.0015
0.7823 0.0708
0.8012 0.0707
0.8200 0.0287
0.8388 -0.0263
0.8577 0.0707
0.8765 0.1173
0.8953 0.0767
0.9141 0.0235
0.9329 -0.0604
0.9517 0.0243
0.9705 0.0365
0.9892 0.0287
1.0080 -0.0758
1.0268 0.0862
1.0455 -0.0455
1.0643 0.0378
1.0830 -0.0179
1.1017 0.0403
1.1205 0.1029
1.1392 0.0221
1.1579 0.0105
1.1766 -0.0140
1.1953 0.0933
1.2140 0.0161
1.2327 0.0946
1.2514 0.0552
1.2701 0.0194
1.2888 0.0270
1.3075 -0.0457
1.3261 0.0437
1.3448 0.0457
1.3635 0.0174
1.3822 0.0484
1.4008 0.1783
1.4195 0.0518
dust
1.4381 0.0239
1.4568 0.0289
1.4754 0.0513
1.4941 0.0087
1.5127 0.0129
1.5314 0.0769
1.5500 -0.0166
1.5686 0.0672
1.5873 0.0309
1.6059 0.1183
1.6245 0.0343
1.6432 -0.0135
1.6618 0.0453
1.6804 0.0295
1.6990 0.0233
1.7177 0.0598
1.7363 0.0885
1.7549 0.1446
1.7736 0.0231
1.7922 0.0458
1.8108 0.0867
1.8294 0.1794
1.8481 0.0602
1.8667 0.1084
1.8853 0.0774
1.9039 0.0265
1.9226 0.0340
1.9412 0.0447
1.9598 0.1363
1.9785 0.0933
1.9971 0.0876
2.0158 0.0537
2.0344 0.0353
2.0530 0.0698
2.0717 0.0443
2.0903 0.0250
2.1090 0.0121
2.1276 0.1099
2.1463 0.1346
2.1650 -0.0127
2.1836 0.0645
2.2023 0.0568
2.2210 0.1243
2.2396 0.0752
2.2583 0.0072
2.2770 0.0413
2.2957 0.0086
2.3144 -0.0172
2.3331 0.0903
2.3518 0.0085
2.3705 0.1705
2.3892 -0.0363
2.4079 0.0893
2.4266 0.0525
2.4454 0.1364
2.4641 0.0419
2.4828 0.0108
dust
2.5016 0.0551
2.5203 0.1145
2.5391 0.1424
2.5579 0.1003
2.5766 0.1045
2.5954 0.1422
2.6142 0.1241
2.6330 0.0226
2.6518 0.0663
2.6706 0.0759
2.6894 0.0559
2.7083 0.0983
2.7271 0.0679
2.7459 -0.0287
2.7648 0.1404
dust
2.7836 0.1292
2.8025 0.1260
2.8214 0.0653
2.8403 -0.0381
2.8592 0.0190
2.8781 0.0666
2.8970 0.0785
2.9159 0.0904
2.9349 0.0726
2.9538 0.1838
2.9728 0.1687
2.9917 0.0688
3.0107 0.0383
3.0297 -0.0278
3.0487 0.0867
3.0677 0.0574
3.0867 0.1328
3.1058 0.1850
3.1248 0.1565
3.1439 0.1173
3.1629 0.0546
3.1820 0.1056
3.2011 0.0679
3.2202 0.1027
3.2393 0.1071
3.2584 0.1027
3.2776 0.1662
3.2967 0.1193
3.3159 0.1172
3.3351 0.0036
3.3543 0.1065
3.3735 0.1055
3.3927 0.1448
3.4120 0.1212
3.4312 0.0998
3.4505 0.1094
3.4698 0.0881
3.4891 0.1124
3.5084 0.1784
3.5277 0.1145
3.5470 0.1773
3.5664 0.0705
3.5858 0.0930
3.6052 0.0847
3.6246 0.1006
3.6440 0.0607
3.6634 0.1957
3.6828 0.1288
3.7023 0.1159
3.7217 0.1169
3.7412 0.0649
3.7606 0.0825
3.7801 0.0959
3.7995 0.1773
3.8190 0.1367
3.8384 0.1017
3.8578 0.1652
3.8773 0.1271
3.8967 0.1578
3.9161 0.2122
3.9355 0.1493
3.9549 0.1655
3.9742 0.1112
3.9936 0.0984
4.0129 0.2018
4.0322 0.0997
4.0515 0.1623
4.0707 0.1012
4.0899 0.1035
4.1091 0.0893
4.1283 0.1115
4.1474 0.2136
4.1665 0.1722
4.1856 0.1510
4.2046 0.1869
4.2236 0.1406
4.2426 0.1714
4.2615 0.1480
4.2803 0.1625
4.2992 0.1774
4.3179 0.1787
4.3366 0.1911
4.3553 0.1433
4.3739 0.1653
4.3925 0.1614
4.4110 0.2115
4.4294 0.1792
4.4478 0.1917
4.4662 0.1244
4.4844 0.1424
4.5026 0.0543
4.5208 0.1160
4.5388 0.2143
4.5568 0.1806
4.5748 0.1719
4.5926 0.2024
4.6104 0.1475
4.6281 0.3096
4.6457 0.1951
4.6633 0.2678
4.6807 0.1682
4.6981 0.2457
4.7154 0.2195
4.7326 0.1056
4.7498 0.2411
4.7668 0.3063
4.7838 0.1903
4.8008 0.1455
4.8177 0.2106
4.8346 0.2715
4.8515 0.2403
4.8684 0.1992
4.8853 0.1981
4.9022 0.2380
4.9192 0.2510
dust
4.9361 0.2468
4.9532 0.2712
4.9702 0.2736
4.9874 0.2066
5.0046 0.2354
5.0219 0.2958
5.0393 0.1965
5.0569 0.2704
5.0745 0.1971
