date = 2022/02/30
apparatus = Rockwell Retro Encabulator
time encabulation
0.0000 -0.0682
0.0193 -0.1313
0.0387 0.0821
0.0580 0.0223
0.0773 -0.2427
0.0966 0.0645
0.1158 0.0691
0.1351 -0.1209
0.1543 0.0430
0.1735 0.0173
0.1928 0.0847
0.2120 0.0336
0.2311 0.0170
0.2503 0.0772
0.2695 -0.1163
0.2886 -0.0174
0.3077 0.1266
0.3269 -0.1429
0.3460 -0.1440
0.3651 0.0310
0.3841 0.0242
0.4032 0.0085
0.4223 0.0549
0.4413 0.0058
0.4603 -0.1193
0.4794 0.0355
0.4984 0.0118
0.5174 0.0848
0.5364 -0.0108
0.5553 0.0368
0.5743 0.0439
0.5933 -0.0816
0.6122 0.0100
0.6312 0.0857
0.6501 -0.1564
0.6690 0.0550
0.6879 -0.0847
0.7068 0.0959
0.7257 0.2003
0.7446 0.0369
0.7634 0.0261
0.7823 0.1070
0.8012 -0.1776
0.8200 0.1047
0.8388 0.1036
0.8577 -0.1461
0.8765 0.1237
0.8953 -0.0972
0.9141 0.0997
0.9329 0.0042
0.9517 0.0199
0.9705 0.1329
0.9892 -0.0452
1.0080 0.1234
1.0268 0.2128
1.0455 -0.0352
1.0643 0.0852
1.0830 0.0388
1.1017 -0.0811
1.1205 0.2306
1.1392 -0.0151
1.1579 0.1106
1.1766 -0.1539
1.1953 0.1384
1.2140 0.0213
1.2327 0.0409
1.2514 0.0407
1.2701 0.0047
1.2888 0.0796
1.3075 0.0098
1.3261 -0.0482
1.3448 -0.1058
1.3635 0.0172
1.3822 0.0950
1.4008 0.0845
1.4195 0.1043
1.4381 0.1109
1.4568 0.1302
1.4754 0.0770
1.4941 -0.0242
1.5127 0.1346
1.5314 -0.1187
1.5500 0.0577
1.5686 -0.0236
1.5873 -0.0498
1.6059 0.1643
1.6245 0.1043
1.6432 0.1372
1.6618 0.0314
1.6804 0.1048
1.6990 -0.1593
1.7177 0.0994
1.7363 0.1715
1.7549 -0.1029
1.7736 0.0229
1.7922 0.1025
1.8108 -0.0683
1.8294 0.1793
1.8481 0.1489
dust
1.8667 0.0649
1.8853 0.0328
dust
1.9039 -0.0179
1.9226 -0.0247
1.9412 0.1332
1.9598 0.0759
1.9785 0.0258
1.9971 0.0398
2.0158 0.2686
2.0344 0.0887
2.0530 0.0532
2.0717 0.0197
2.0903 0.1689
2.1090 -0.0506
2.1276 0.0883
2.1463 -0.0070
2.1650 0.0146
2.1836 0.0004
2.2023 0.0476
2.2210 0.0756
2.2396 0.0437
2.2583 -0.0359
2.2770 0.0411
2.2957 -0.0115
2.3144 0.1452
2.3331 -0.0035
2.3518 0.1068
2.3705 0.0996
2.3892 -0.2047
2.4079 0.0794
2.4266 0.0183
2.4454 -0.0146
2.4641 0.1349
2.4828 0.1765
2.5016 0.4110
2.5203 0.0093
2.5391 0.1334
2.5579 0.2135
2.5766 0.0382
2.5954 -0.0559
2.6142 0.1255
2.6330 0.0612
2.6518 0.0627
2.6706 -0.0572
2.6894 -0.0885
2.7083 0.1154
2.7271 0.2089
2.7459 0.0036
2.7648 -0.0021
2.7836 0.2027
2.8025 0.0746
2.8214 0.1795
2.8403 0.1148
2.8592 0.0383
2.8781 0.0208
2.8970 0.1478
2.9159 0.0925
2.9349 -0.0088
2.9538 0.0793
2.9728 -0.0745
2.9917 0.3059
3.0107 0.1288
3.0297 0.1547
3.0487 0.0354
3.0677 0.0837
3.0867 0.3379
3.1058 -0.0600
3.1248 0.0140
3.1439 0.1413
3.1629 0.1942
3.1820 0.2145
3.2011 0.0532
3.2202 0.0660
3.2393 0.1427
3.2584 -0.0101
3.2776 0.1107
3.2967 0.1481
3.3159 0.2350
3.3351 0.2928
3.3543 0.0544
3.3735 0.4359
3.3927 0.1620
3.4120 0.0228
3.4312 0.1056
3.4505 0.0358
3.4698 0.0424
3.4891 0.0887
3.5084 -0.0198
3.5277 0.1963
3.5470 0.0744
3.5664 0.0901
3.5858 0.1609
3.6052 0.1381
3.6246 0.2045
3.6440 -0.0721
3.6634 0.1194
3.6828 0.2307
3.7023 -0.0922
3.7217 0.2007
3.7412 0.0990
3.7606 0.1430
3.7801 0.3479
3.7995 0.1078
3.8190 0.2686
3.8384 0.1112
3.8578 -0.1249
3.8773 0.2943
3.8967 0.2801
3.9161 0.1917
3.9355 0.0855
3.9549 0.0240
3.9742 -0.0029
3.9936 0.3647
4.0129 0.0518
4.0322 0.1467
4.0515 0.0385
4.0707 0.2008
4.0899 0.0280
4.1091 0.1849
4.1283 0.0929
4.1474 0.2611
4.1665 0.2047
4.1856 0.2257
4.2046 0.0878
4.2236 0.1138
4.2426 0.0398
4.2615 0.1027
4.2803 0.1021
4.2992 0.3067
4.3179 0.0897
4.3366 0.0419
4.3553 0.0268
4.3739 0.0164
4.3925 0.1103
4.4110 0.1215
4.4294 0.1929
4.4478 0.1563
4.4662 0.1985
4.4844 0.3076
dust
4.5026 0.0628
4.5208 0.2736
4.5388 0.1675
4.5568 0.0352
4.5748 0.2429
4.5926 0.2704
4.6104 0.1898
4.6281 0.2312
4.6457 0.2405
4.6633 0.2363
4.6807 0.0885
4.6981 0.0549
4.7154 0.1253
4.7326 0.1862
4.7498 0.2576
4.7668 0.2234
4.7838 0.1865
4.8008 0.2809
4.8177 0.2247
4.8346 0.2279
4.8515 0.1563
4.8684 0.1273
4.8853 0.3723
4.9022 0.3433
4.9192 0.0855
dust
4.9361 0.2539
4.9532 0.2365
4.9702 0.2388
4.9874 0.2731
5.0046 0.2216
5.0219 0.2734
5.0393 0.1638
5.0569 0.2511
5.0745 0.3224
5.0923 0.2174
5.1102 0.1485
5.1283 0.0311
5.1465 0.1335
5.1649 0.1218
5.1835 0.3187
5.2023 0.2108
5.2213 0.3261
5.2405 0.3887
5.2600 0.4053
5.2796 0.3448
5.2995 0.2755
dust
5.3197 0.2567
5.3401 0.2424
5.3609 0.3329
5.3819 0.4168
5.4032 0.1603
5.4248 0.4394
5.4467 0.2899
5.4690 0.4328
5.4915 0.3061
5.5144 0.4491
5.5374 0.2174
5.5605 0.5113
5.5836 0.4956
5.6067 0.3088
5.6295 0.3530
5.6521 0.3962
5.6743 0.4812
5.6961 0.6290
5.7173 0.5112
5.7379 0.4587
5.7579 0.2566
5.7770 0.5258
5.7952 0.3956
5.8124 0.5363
5.8286 0.4158
5.8437 0.3512
5.8575 0.3281
5.8700 0.8773
5.8810 0.5883
5.8906 0.4922
5.8985 0.3956
5.9048 0.5549
5.9093 0.5576
5.9119 0.5600
5.9127 0.7201
5.9115 0.8038
5.9085 0.5355
5.9038 0.6060
5.8975 0.5566
5.8895 0.6112
5.8801 0.6943
5.8691 0.7510
5.8568 0.7512
5.8432 0.7323
5.8284 0.6923
5.8124 0.8485
5.7953 0.7637
5.7772 0.8528
5.7581 0.8019
5.7382 0.7370
5.7175 0.6928
5.6960 0.6513
5.6739 0.8727
5.6511 0.8008
5.6279 0.9681
5.6042 0.6037
5.5801 0.7959
5.5558 0.8132
5.5312 0.7777
5.5064 0.7901
5.4815 0.9090
5.4567 0.6719
5.4319 0.8512
5.4072 0.8033
5.3827 0.7679
5.3584 0.7773
5.3345 0.8886
5.3110 0.7166
5.2879 0.8885
5.2651 0.8443
5.2426 0.8779
5.2205 0.9756
5.1987 1.0546
5.1772 0.7856
5.1560 0.7950
5.1351 0.8459
5.1145 0.7371
5.0941 1.1282
5.0740 0.8344
5.0542 0.9700
5.0346 0.8669
5.0153 0.7595
4.9961 0.9320
4.9772 0.8482
4.9585 1.0448
4.9400 0.9635
4.9216 0.9876
4.9034 0.7464
4.8854 0.9041
4.8676 1.0477
4.8499 1.0229
4.8323 1.0315
4.8148 1.0143
4.7975 1.0456
4.7802 0.8678
4.7631 0.8841
4.7460 0.7553
4.7290 0.9690
4.7121 1.0308
4.6952 0.8059
4.6783 1.1138
4.6615 0.9738
4.6447 0.8947
4.6280 1.0377
4.6112 0.9232
4.5944 0.6727
4.5776 1.0446
4.5608 0.9664
4.5439 1.0413
4.5270 0.9622
4.5100 1.0215
4.4930 1.1293
4.4759 1.0725
dust
4.4587 1.0405
4.4414 0.6126
4.4239 0.9641
4.4064 1.0168
4.3888 0.9481
4.3710 1.1825
4.3531 1.0090
4.3351 0.8572
4.3169 1.0215
4.2987 1.0165
4.2804 1.0621
4.2619 0.8916
4.2434 1.0407
4.2248 1.0228
4.2061 0.8735
4.1873 0.9683
4.1685 0.8985
4.1495 1.0360
4.1306 0.9455
4.1115 1.0654
dust
4.0924 0.9752
4.0733 1.0277
4.0541 0.9567
4.0349 1.0817
4.0157 0.9805
3.9964 0.9734
3.9771 1.0203
3.9578 1.0164
3.9385 1.0909
3.9191 1.1006
3.8998 1.1899
3.8804 0.9315
3.8611 0.9649
3.8418 0.8797
3.8225 1.1389
3.8032 0.9100
3.7839 0.9280
3.7647 0.9775
3.7455 1.0715
3.7263 0.8816
3.7072 0.8792
3.6881 0.9053
3.6690 1.0094
3.6500 0.9917
3.6310 0.8447
3.6120 0.9834
3.5930 1.0132
3.5740 0.9807
3.5551 1.0273
dust
3.5362 0.9281
3.5173 0.8799
3.4985 1.0253
3.4796 1.0695
3.4608 1.1177
dust
3.4420 0.8745
3.4232 0.8631
3.4044 0.9708
3.3856 0.8842
3.3669 0.8222
3.3481 0.8692
3.3294 0.9920
3.3106 0.7920
3.2919 1.0682
3.2732 1.0318
3.2545 0.8901
3.2357 1.0602
3.2170 1.0982
3.1983 0.9593
3.1796 0.8198
3.1609 0.9582
3.1422 0.8671
3.1235 0.9025
3.1048 0.9364
3.0860 0.9751
3.0673 0.8421
3.0486 0.9483
3.0298 0.9948
3.0111 0.8785
2.9923 1.0493
2.9736 0.9618
2.9548 0.9148
2.9360 1.0373
2.9172 0.8906
2.8983 0.8168
2.8795 0.9335
2.8606 0.9265
2.8417 0.9521
2.8228 0.8413
2.8039 0.9512
2.7850 0.9135
2.7660 0.8146
2.7471 0.9270
2.7281 0.9012
2.7091 0.7263
2.6902 0.9782
2.6712 0.8906
2.6523 0.9939
2.6334 0.9466
2.6145 0.9677
dust
2.5956 0.8330
2.5767 0.9082
2.5579 0.7229
2.5391 0.9649
2.5204 0.9836
2.5017 0.8512
2.4830 0.8123
2.4644 0.9976
2.4458 0.7743
2.4273 0.8635
2.4089 0.8685
2.3905 0.8953
2.3722 0.8186
2.3540 0.7218
2.3358 0.7874
2.3177 0.7626
2.2998 0.7367
dust
2.2819 0.8610
2.2640 0.7744
2.2463 0.7686
2.2287 0.9616
2.2112 0.8115
2.1938 0.8854
2.1765 0.7920
2.1593 0.7886
2.1421 0.7868
2.1250 0.5661
2.1078 0.6345
2.0907 0.7259
2.0735 0.6469
2.0563 0.8859
2.0389 0.6178
2.0215 0.8311
2.0039 0.7301
1.9862 0.7684
1.9684 0.6248
1.9503 0.7218
1.9320 0.9095
1.9134 0.6602
1.8946 0.7382
1.8755 0.6122
1.8561 0.7287
1.8364 0.7384
1.8163 0.6840
1.7960 0.5457
1.7756 0.6177
1.7556 0.6113
1.7362 0.7600
1.7177 0.5832
1.7003 0.5987
1.6843 0.5711
1.6701 0.6027
1.6579 0.5202
1.6479 0.4771
1.6406 0.6137
1.6361 0.6342
1.6348 0.5821
1.6366 0.4542
1.6412 0.6472
1.6486 0.3467
1.6584 0.5247
1.6704 0.4103
dust
1.6845 0.5381
1.7003 0.4265
1.7177 0.5725
1.7365 0.5157
1.7563 0.4830
1.7771 0.2318
1.7986 0.5477
1.8204 0.4349
1.8426 0.3883
1.8647 0.4897
1.8866 0.3599
1.9082 0.3130
1.9293 0.2763
1.9500 0.2625
1.9703 0.1927
1.9903 0.2377
2.0099 0.2623
2.0292 0.2031
2.0482 0.3999
2.0670 0.2839
2.0854 0.3181
2.1037 0.2301
2.1217 0.1723
2.1395 0.0772
2.1571 0.2765
2.1746 0.4048
dust
2.1920 0.0870
2.2092 0.1966
2.2263 0.1597
2.2433 0.1835
2.2603 0.1318
2.2772 0.3675
2.2941 0.1458
2.3111 0.0916
2.3280 0.2881
2.3449 0.2191
2.3620 0.2031
2.3791 0.3168
2.3963 0.1963
2.4136 -0.0135
2.4310 0.3307
2.4485 0.2723
2.4662 0.2550
2.4839 0.2125
2.5017 0.1971
2.5196 0.0834
2.5376 0.1011
2.5557 0.3507
2.5739 0.2882
2.5922 0.1933
2.6105 0.2075
2.6289 0.0854
2.6474 0.2698
2.6660 0.2967
2.6846 0.1423
2.7033 0.2304
2.7220 0.0926
2.7408 0.0838
2.7597 0.1577
2.7786 0.2513
2.7976 0.1450
2.8166 0.2523
2.8357 0.0257
2.8548 0.1196
2.8740 0.1185
2.8931 0.1703
2.9124 -0.0269
2.9316 0.0903
2.9509 0.2151
2.9702 0.1818
2.9895 0.1098
3.0089 0.1366
3.0282 0.2225
3.0476 0.2841
3.0670 -0.0521
3.0864 0.0308
3.1058 0.2626
3.1252 0.1190
3.1446 0.0840
3.1640 0.2319
3.1834 0.0818
3.2028 0.1998
3.2222 0.0037
3.2415 0.0787
3.2609 0.0818
3.2802 0.1110
3.2995 0.2078
3.3188 0.1830
3.3381 0.1140
3.3573 0.1494
3.3766 0.0430
3.3958 0.0971
3.4150 0.1205
3.4341 0.1571
3.4533 0.2247
3.4724 0.1182
3.4915 0.1083
3.5106 0.1116
3.5297 -0.0564
3.5488 -0.0488
3.5678 0.2742
3.5869 0.1058
3.6059 0.0531
3.6249 0.0780
3.6439 0.1127
3.6629 0.2249
3.6819 0.0737
3.7008 0.1191
3.7197 0.1148
3.7387 0.0570
3.7576 0.0730
3.7765 0.0570
3.7954 0.1864
3.8142 0.1475
3.8331 0.1385
3.8520 0.2525
3.8708 0.1745
3.8896 0.1732
3.9085 0.0855
3.9273 0.1525
3.9461 0.1052
3.9649 -0.0638
3.9837 0.1296
4.0025 -0.1513
4.0212 0.0840
4.0400 -0.0046
4.0588 0.0936
4.0775 0.0594
4.0963 -0.0078
4.1150 0.2064
4.1337 0.0632
4.1525 0.0392
4.1712 -0.0491
4.1899 0.1074
4.2086 0.0751
4.2273 -0.0877
4.2461 0.1174
4.2648 0.2062
4.2835 0.0628
4.3022 -0.0370
4.3209 -0.0164
4.3396 0.1614
4.3583 -0.1116
4.3770 0.1490
4.3957 -0.0894
4.4143 0.1187
4.4330 -0.0719
4.4517 -0.0341
4.4704 0.1683
4.4891 0.1068
4.5078 -0.0493
4.5265 0.0862
4.5452 0.1590
4.5639 0.0196
4.5826 0.0107
4.6013 0.0549
4.6201 0.2541
4.6388 0.0184
4.6575 -0.0108
4.6762 0.1379
4.6949 -0.0005
4.7137 0.0661
4.7324 0.0415
4.7512 0.2035
4.7699 0.1834
4.7887 0.1639
4.8074 0.2235
4.8262 0.0935
4.8450 -0.0245
4.8638 -0.0130
4.8825 0.3174
4.9013 0.1384
4.9201 -0.0645
4.9389 -0.1430
4.9577 -0.0746
4.9765 0.1205
4.9953 -0.0139
5.0141 -0.0993
dust
5.0330 0.0922
5.0518 0.1544
5.0706 0.0286
5.0894 -0.0068
5.1083 0.2472
5.1271 -0.0069
5.1460 0.0403
5.1648 0.1229
5.1837 0.1104
5.2025 0.0608
dust
5.2214 -0.1557
5.2402 0.1151
5.2591 0.0997
5.2780 0.0296
5.2968 -0.0015
5.3157 0.0898
5.3346 0.0159
5.3535 0.1267
5.3723 -0.0248
5.3912 -0.0898
5.4101 0.0954
5.4290 0.0825
5.4479 0.1210
5.4668 0.0829
5.4857 0.0642
5.5046 0.0621
5.5235 0.1118
5.5424 0.1715
5.5613 0.0761
5.5802 -0.0116
5.5991 -0.0700
5.6180 0.1835
5.6369 0.0062
5.6559 0.0834
5.6748 0.1126
5.6937 0.1073
5.7126 0.0769
5.7315 0.0778
5.7505 -0.0772
5.7694 0.0633
5.7883 0.1124
5.8072 -0.0229
5.8261 0.0463
5.8451 -0.0421
5.8640 0.0044
5.8829 0.1623
5.9019 0.0544
5.9208 -0.0285
5.9397 0.0397
5.9586 0.0646
5.9776 0.1165
5.9965 0.0984
6.0154 -0.0800
6.0343 -0.0820
6.0533 -0.1596
6.0722 0.0591
6.0911 0.1961
6.1101 0.0305
6.1290 -0.0019
6.1479 -0.1556
6.1668 -0.0289
6.1858 0.1625
6.2047 -0.0560
6.2236 -0.0142
6.2425 -0.0145
6.2615 -0.0870
6.2804 0.1107
6.2993 -0.0446
6.3182 0.0027
6.3371 0.0358
6.3560 -0.0130
6.3749 -0.0964
6.3939 0.0830
6.4128 0.0502
6.4317 -0.1089
6.4506 0.1398
6.4695 0.0730
6.4884 -0.0243
6.5073 0.1111
6.5262 -0.0373
6.5451 -0.0369
6.5640 0.0131
6.5829 -0.1499
6.6018 -0.0259
6.6207 -0.1104
6.6396 0.0120
6.6585 -0.1075
6.6774 -0.0188
6.6963 0.1674
6.7152 -0.0017
6.7341 -0.1272
6.7530 -0.0470
6.7719 -0.0081
6.7908 -0.0283
6.8096 0.0472
6.8285 -0.0254
6.8474 -0.2397
6.8663 0.0213
6.8852 -0.0481
6.9041 0.1309
6.9230 -0.0470
6.9418 -0.0158
6.9607 -0.0759
6.9796 0.1995
6.9985 0.0724
7.0174 0.0996
7.0362 0.0384
7.0551 0.0019
7.0740 0.2059
7.0929 0.0834
7.1118 -0.1475
7.1306 0.1109
7.1495 0.0175
7.1684 -0.0117
7.1873 -0.1258
7.2061 0.0957
7.2250 0.0046
7.2439 0.0087
7.2627 0.0908
7.2816 0.1100
7.3005 0.0927
7.3194 0.0937
7.3382 0.0737
7.3571 0.0724
7.3760 0.0376
7.3948 -0.0983
7.4137 0.1078
7.4326 0.0255
7.4514 0.0186
7.4703 0.1389
7.4892 -0.0597
7.5080 0.0759
7.5269 -0.1166
7.5458 0.0067
7.5646 -0.0855
7.5835 0.0825
dust
7.6023 -0.1498
7.6212 -0.0482
7.6401 0.1694
7.6589 0.1713
7.6778 0.1614
7.6967 -0.0410
7.7155 -0.0247
7.7344 -0.0358
7.7532 0.0738
7.7721 0.1097
7.7910 -0.0153
7.8098 -0.1084
7.8287 -0.0469
7.8475 -0.0606
7.8664 -0.1756
7.8853 -0.0265
7.9041 0.0195
7.9230 0.1584
dust
7.9418 0.2259
7.9607 0.0039
7.9795 0.1183
7.9984 -0.0898
8.0173 -0.1137
8.0361 0.3116
8.0550 -0.0864
8.0738 0.0562
8.0927 -0.0588
8.1116 -0.0049
8.1304 -0.1095
8.1493 0.0077
8.1681 0.0824
8.1870 -0.1363
8.2059 0.0942
8.2247 0.0684
8.2436 -0.0438
8.2624 0.2032
8.2813 -0.1085
8.3002 -0.1110
8.3190 0.0035
8.3379 -0.1454
8.3567 -0.0034
8.3756 0.0675
8.3945 -0.1712
8.4133 0.0709
8.4322 0.0663
8.4510 0.1135
8.4699 0.0549
8.4888 -0.1529
8.5076 0.2397
8.5265 -0.0226
8.5454 -0.0586
8.5642 -0.0152
8.5831 0.1059
8.6020 -0.1473
8.6208 -0.1931
8.6397 0.0471
8.6586 0.0831
8.6774 -0.0665
dust
8.6963 0.2242
8.7152 -0.2188
8.7340 0.0578
8.7529 -0.0369
8.7718 0.0201
8.7906 -0.0460
8.8095 -0.0235
8.8284 0.0079
8.8472 0.0813
8.8661 -0.0241
8.8850 -0.0914
8.9039 0.0171
8.9227 0.0564
8.9416 -0.0292
8.9605 0.1039
8.9794 0.1306
8.9982 0.0138
9.0171 0.0182
9.0360 -0.0870
9.0549 -0.1174
9.0737 -0.1441
9.0926 0.0639
9.1115 0.1192
9.1304 0.2911
9.1493 0.0448
9.1681 0.0025
9.1870 -0.0647
9.2059 0.0493
9.2248 0.1509
9.2437 0.0557
9.2626 -0.1117
9.2815 0.2116
9.3004 -0.0214
9.3192 0.0195
9.3381 -0.1363
9.3570 -0.0530
9.3759 0.0454
9.3948 -0.0679
9.4137 0.1114
9.4326 0.1886
9.4515 -0.0724
9.4704 -0.0447
9.4893 0.1285
9.5082 0.0264
9.5271 0.1300
9.5460 -0.0690
9.5649 0.1729
9.5838 0.0615
9.6027 0.1101
9.6216 -0.0654
9.6405 0.1683
9.6594 0.0631
9.6783 -0.0063
9.6973 0.0642
9.7162 0.0427
9.7351 -0.1703
9.7540 -0.0669
9.7729 -0.1377
9.7918 -0.0197
9.8107 0.0377
9.8297 0.0639
9.8486 -0.1184
9.8675 0.0908
9.8864 -0.0171
9.9054 -0.0018
9.9243 -0.0182
9.9432 0.0016
9.9621 -0.0152
9.9811 -0.0407
10.0000 0.0513
