date = 2022/02/31
apparatus = Rockwell Micro Encabulator
time,encabulation
0.0000,-0.0482
0.0218,0.0521
0.0435,0.0246
0.0653,-0.0524
0.0870,0.0853
0.1087,-0.1272
0.1304,-0.0269
0.1521,0.0238
0.1737,-0.1484
0.1953,0.1018
0.2170,-0.0875
0.2385,0.0647
0.2601,0.1303
0.2817,-0.0436
0.3032,-0.0572
0.3248,-0.0843
0.3463,0.0178
0.3678,-0.0575
0.3892,-0.0505
0.4107,0.0775
0.4322,-0.2120
0.4536,-0.1287
0.4750,-0.0954
0.4964,0.1343
0.5178,0.0618
0.5392,-0.2006
0.5606,-0.1644
0.5819,-0.0922
0.6032,0.2000
0.6246,-0.0458
0.6459,0.1435
0.6672,-0.0630
0.6885,-0.0146
0.7098,-0.0208
0.7311,-0.0604
0.7523,0.2014
0.7736,-0.0450
0.7948,-0.0117
0.8161,-0.0006
0.8373,-0.0121
0.8585,0.0402
0.8797,-0.0350
0.9009,0.1461
0.9221,0.0250
0.9433,-0.1046
0.9645,-0.0734
0.9856,-0.0317
1.0068,0.0600
1.0280,-0.0418
1.0491,0.0020
1.0703,-0.1080
1.0914,0.1036
1.1125,0.1588
1.1337,-0.0168
1.1548,0.1374
1.1759,0.0447
1.1970,-0.0133
1.2182,0.2015
1.2393,0.1105
1.2604,-0.0381
1.2815,0.0713
1.3026,0.0765
1.3237,0.1242
1.3448,0.0463
1.3659,0.0962
1.3870,-0.0480
1.4081,-0.0115
1.4292,0.0224
1.4503,-0.0606
1.4714,0.1645
1.4925,0.0260
1.5136,0.1722
1.5347,0.0550
1.5558,-0.0124
1.5769,-0.0468
1.5980,0.0525
1.6191,-0.0105
1.6402,0.1417
1.6613,-0.1520
1.6825,-0.1711
1.7036,-0.0427
1.7247,0.0046
1.7458,-0.0376
1.7670,0.1318
1.7881,-0.0046
1.8093,0.0404
1.8304,-0.1000
1.8516,-0.0763
1.8727,0.0519
1.8939,0.1580
1.9151,0.0201
1.9362,0.2612
1.9574,0.0467
1.9786,0.1749
1.9998,0.0603
2.0210,0.0808
2.0423,0.0749
2.0635,0.1244
2.0847,-0.0612
2.1060,-0.0389
2.1272,-0.1090
2.1485,0.1056
2.1698,-0.0480
2.1911,0.0753
2.2124,0.1220
2.2337,0.1565
2.2550,0.1719
2.2763,-0.0318
2.2977,-0.0326
2.3190,-0.0755
2.3404,0.0514
2.3618,0.0399
2.3832,0.0020
2.4046,0.1432
2.4260,0.1321
2.4475,-0.0219
2.4689,0.1660
2.4904,0.0193
2.5119,0.0033
2.5334,0.1692
2.5549,0.1042
2.5764,-0.1233
2.5980,0.0998
2.6196,0.1204
2.6411,-0.0383
2.6627,0.1022
2.6844,0.0365
2.7060,0.1233
2.7276,0.0818
2.7493,0.2097
2.7710,0.1996
2.7927,0.0162
2.8145,-0.0383
2.8362,0.1614
2.8580,0.2113
2.8798,0.0508
2.9016,0.1093
2.9234,0.2622
2.9453,0.1476
2.9671,0.3275
2.9890,0.1272
3.0109,-0.0398
3.0328,-0.0519
3.0547,-0.0804
3.0767,-0.2688
3.0986,-0.0624
3.1205,0.1746
3.1425,0.0667
3.1644,0.2814
3.1864,0.0736
3.2083,0.0137
3.2302,0.1831
3.2522,0.2013
3.2741,0.0594
3.2960,0.1279
3.3179,0.1453
3.3398,0.1348
3.3617,-0.0514
3.3835,0.1212
3.4053,0.0188
3.4272,0.1164
3.4490,0.1847
3.4707,0.1818
3.4925,0.1843
3.5142,0.0433
3.5359,0.2754
3.5576,0.1660
3.5792,0.0567
3.6008,-0.0121
3.6224,0.1340
3.6439,0.1651
3.6654,0.1059
3.6869,0.1058
3.7083,0.0008
3.7296,0.0456
3.7510,0.1686
3.7722,0.1398
3.7935,0.2008
3.8146,0.1893
3.8357,0.2314
3.8568,0.0781
3.8778,0.0972
3.8988,0.2254
3.9197,-0.0484
3.9405,0.2062
3.9613,0.1031
3.9820,0.0072
4.0026,0.1033
4.0232,0.0503
4.0437,0.1244
4.0641,0.0507
4.0845,0.2103
4.1047,0.3520
4.1249,0.2234
4.1451,0.1959
4.1651,0.2439
4.1851,0.1855
4.2050,0.2228
4.2248,0.0514
4.2445,0.1579
4.2641,0.2283
4.2836,0.0955
4.3030,0.2744
4.3224,0.2828
4.3417,0.2714
4.3610,0.2366
4.3803,0.3213
4.3995,0.1913
4.4187,0.1523
4.4380,0.2541
4.4573,0.2523
4.4766,0.1616
4.4961,0.4387
4.5156,0.4004
4.5352,0.0851
4.5549,0.3519
4.5747,-0.0332
4.5947,0.2604
4.6148,0.5269
4.6351,0.5436
4.6556,0.0971
4.6763,0.2182
4.6972,0.2194
4.7183,0.3072
4.7397,0.1518
4.7614,0.2633
4.7833,0.3101
4.8055,0.2905
4.8281,0.3749
4.8510,0.3903
4.8742,0.5143
4.8977,0.4503
4.9216,0.3694
4.9460,0.5410
4.9707,0.3324
4.9958,0.2334
5.0214,0.1956
5.0474,0.3855
5.0738,0.3662
5.1005,0.2490
5.1274,0.3484
5.1544,0.3577
5.1815,0.3738
5.2085,0.3518
5.2353,0.3434
5.2619,0.2907
5.2881,0.2756
5.3139,0.3930
5.3391,0.1636
5.3638,0.2441
5.3877,0.2569
5.4108,0.3613
5.4330,0.2055
5.4542,0.3983
5.4743,0.7066
5.4933,0.3360
5.5109,0.2824
5.5272,0.2859
5.5421,0.3721
5.5554,0.4834
5.5670,0.5610
5.5769,0.6255
5.5850,0.6138
5.5912,0.3170
5.5953,0.3623
5.5973,0.6878
5.5972,0.4813
5.5948,0.4875
5.5904,0.7419
5.5840,0.5265
5.5758,0.5961
5.5659,0.8531
5.5546,0.6947
5.5418,0.5709
5.5278,0.6859
5.5126,0.7292
5.4965,0.6138
5.4795,0.7714
5.4618,0.8045
5.4436,0.7501
5.4249,0.8477
5.4059,0.7892
5.3868,0.9803
5.3674,0.9148
5.3479,0.8700
5.3283,0.8796
5.3085,0.7779
5.2885,0.8319
5.2685,0.7955
5.2483,0.9195
5.2280,0.9383
5.2076,0.9381
5.1871,0.7167
5.1665,0.9908
5.1458,0.9038
5.1250,0.8016
5.1042,0.9896
5.0833,0.9887
5.0624,1.0792
5.0414,1.1151
5.0204,0.9041
4.9994,0.9383
4.9783,1.0393
4.9572,0.8674
4.9361,0.8298
4.9150,1.0901
4.8938,0.7008
4.8726,0.8578
4.8514,0.9861
4.8302,1.0114
4.8089,1.0014
4.7877,1.0649
4.7664,1.2108
4.7451,0.8504
4.7238,1.1159
4.7024,1.0656
4.6811,1.1752
4.6597,1.0293
4.6384,0.8154
4.6170,1.0471
4.5956,0.8460
4.5742,1.0106
4.5528,0.8607
4.5314,1.1097
4.5099,1.0812
4.4885,1.0838
4.4671,1.2074
4.4457,0.9528
4.4242,0.9542
4.4028,1.0121
4.3814,0.9334
4.3599,0.9507
4.3385,0.9744
4.3171,0.9666
4.2957,0.9656
4.2742,0.7973
4.2528,1.1148
4.2314,1.1237
4.2100,0.9992
4.1886,0.9912
4.1672,1.0769
4.1458,0.8548
4.1244,1.0462
4.1031,0.7666
4.0817,1.0306
4.0603,0.9193
4.0390,1.0762
4.0176,0.8833
3.9963,0.8251
3.9749,1.0499
3.9536,1.0605
3.9323,0.9105
3.9110,0.9331
3.8897,0.7431
3.8684,0.9978
3.8471,0.9703
3.8259,0.9703
3.8046,1.0366
3.7833,0.8986
3.7621,1.0705
3.7409,1.0563
3.7196,0.7909
3.6984,1.0845
3.6772,1.0216
3.6560,1.0645
3.6349,0.8542
3.6137,1.1854
3.5926,0.9456
3.5714,0.9632
3.5503,1.0377
3.5292,0.8548
3.5081,1.0987
3.4871,0.9200
3.4660,0.7603
3.4450,0.9782
3.4241,0.9231
3.4032,0.8547
3.3823,0.9698
3.3614,0.8043
3.3407,0.9155
3.3199,1.0689
3.2992,0.8036
3.2786,0.8880
3.2580,0.7502
3.2375,0.9529
3.2171,0.8435
3.1967,0.8638
3.1764,0.8456
3.1562,0.8608
3.1361,0.7885
3.1160,0.9560
3.0960,0.7843
3.0760,0.8120
3.0561,0.6486
3.0363,0.8538
3.0165,0.7788
2.9967,0.8385
2.9771,0.7948
2.9574,0.7931
2.9379,0.7417
2.9183,0.7276
2.8989,0.7998
2.8794,0.8071
2.8600,0.7893
2.8407,0.6871
2.8214,0.7277
2.8029,0.4680
2.7868,0.8548
2.7746,0.6761
2.7680,0.8039
2.7685,0.4984
2.7758,0.7846
2.7885,0.6687
2.8051,0.6742
2.8238,0.5960
2.8434,0.6554
2.8630,0.3587
2.8828,0.6436
2.9028,0.6507
2.9228,0.5581
2.9430,0.6631
2.9633,0.7201
2.9837,0.4772
3.0042,0.3187
3.0248,0.4037
3.0455,0.2500
3.0663,0.4934
3.0871,0.3196
3.1080,0.4955
3.1289,0.4494
3.1499,0.4106
3.1710,0.3293
3.1921,0.5217
3.2132,0.4352
3.2344,0.4496
3.2556,0.5575
3.2769,0.4255
3.2982,0.3921
3.3195,0.3939
3.3408,0.4478
3.3622,0.4403
3.3836,0.4261
3.4050,0.3299
3.4265,0.3423
3.4480,0.3926
3.4695,0.3457
3.4910,0.5090
3.5125,0.4313
3.5341,0.5335
3.5556,0.5570
3.5772,0.3597
3.5988,0.5920
3.6203,0.4671
3.6419,0.5128
3.6635,0.3325
3.6850,0.5082
3.7065,0.5851
3.7281,0.6113
3.7495,0.5206
3.7710,0.2904
3.7924,0.4699
3.8139,0.3440
3.8352,0.2940
3.8565,0.4622
3.8778,0.4225
3.8991,0.4937
3.9202,0.4914
3.9414,0.3678
3.9624,0.3959
3.9834,0.4246
4.0044,0.5088
4.0252,0.4424
4.0460,0.4819
4.0667,0.5018
4.0874,0.4925
4.1079,0.4282
4.1284,0.6376
4.1488,0.5270
4.1692,0.5886
4.1896,0.4606
4.2100,0.3420
4.2304,0.5593
4.2509,0.4048
4.2714,0.6333
4.2920,0.4859
4.3126,0.6333
4.3334,0.5913
4.3543,0.5657
4.3754,0.4657
4.3966,0.6063
4.4180,0.6174
4.4391,0.6919
4.4594,0.7757
4.4782,0.7106
4.4949,0.5218
4.5089,0.6257
4.5196,0.7280
4.5264,0.6483
4.5287,0.7318
4.5264,0.5902
4.5201,0.8635
4.5104,0.7821
4.4981,0.8283
4.4836,0.9268
4.4677,0.8129
4.4509,0.7909
4.4334,0.8598
4.4153,0.9734
4.3966,1.0555
4.3774,1.0403
4.3576,0.9016
4.3375,0.9789
4.3170,0.7978
4.2962,1.0944
4.2751,0.8069
4.2538,0.8058
4.2323,1.0762
4.2107,0.8774
4.1891,0.8659
4.1675,0.9524
4.1459,1.0793
4.1244,1.0520
4.1030,0.9495
4.0817,1.1718
4.0605,0.9500
4.0393,1.0376
4.0181,0.9279
3.9970,0.9191
3.9760,0.8985
3.9549,1.0218
3.9339,1.1080
3.9129,0.9762
3.8918,0.9857
3.8708,0.9091
3.8497,0.9035
3.8286,1.0687
3.8075,0.8469
3.7864,1.0773
3.7652,0.9587
3.7440,0.9989
3.7227,0.8767
3.7015,0.9038
3.6802,0.8715
3.6589,1.0688
3.6376,1.0474
3.6162,1.0272
3.5949,0.8859
3.5735,0.9391
3.5521,1.1890
3.5307,0.8821
3.5093,1.0560
3.4879,0.8918
3.4665,0.9170
3.4450,0.8863
3.4236,0.9758
3.4022,1.0328
3.3808,1.0033
3.3593,0.9905
3.3379,0.8509
3.3165,1.0669
3.2951,0.9911
3.2737,1.0074
3.2523,0.9601
3.2309,0.9701
3.2096,0.9840
3.1883,0.8940
3.1669,1.1544
3.1456,1.1014
3.1243,0.8920
3.1031,0.7913
3.0818,0.8965
3.0605,0.9461
3.0393,1.0132
3.0180,0.9551
2.9968,0.8590
2.9756,0.8841
2.9544,0.8971
2.9332,1.0639
2.9119,0.8892
2.8907,1.1138
2.8695,1.1705
2.8483,0.8682
2.8271,0.9759
2.8059,0.8520
2.7847,0.9092
2.7635,1.0154
2.7423,0.9054
2.7210,0.9285
2.6998,0.7200
2.6786,0.7985
2.6573,1.0709
2.6361,1.2136
2.6148,0.9335
2.5935,0.9427
2.5723,0.8950
2.5511,0.9286
2.5299,1.0127
2.5088,0.9086
2.4878,0.9592
2.4669,0.9802
2.4460,0.8762
2.4253,0.9257
2.4046,1.1283
2.3842,1.0115
2.3638,0.8638
2.3437,0.8449
2.3237,0.9061
2.3039,0.8610
2.2843,0.8612
2.2649,0.9036
2.2457,0.7381
2.2268,0.6843
2.2082,0.6947
2.1898,0.6950
2.1718,0.6892
2.1546,0.7442
2.1384,0.4685
2.1234,0.5286
2.1100,0.6876
2.0984,0.7236
2.0888,0.6357
2.0816,0.7609
2.0771,0.5916
2.0754,0.4486
2.0769,0.5009
2.0814,0.5343
2.0888,0.3250
2.0988,0.3537
2.1111,0.5412
2.1256,0.4353
2.1420,0.4505
2.1601,0.3809
2.1796,0.6186
2.2004,0.5641
2.2221,0.5705
2.2447,0.2949
2.2678,0.3975
2.2912,0.4782
2.3147,0.4389
2.3381,0.5226
2.3612,0.3951
2.3840,0.5472
2.4067,0.4834
2.4291,0.3315
2.4513,0.2519
2.4732,0.2961
2.4950,0.3311
2.5166,0.3234
2.5381,0.2705
2.5593,0.3312
2.5805,0.3380
2.6014,0.4430
2.6223,0.4584
2.6430,0.3271
2.6636,0.2440
2.6841,0.2519
2.7045,0.2508
2.7249,0.2014
2.7451,0.2883
2.7653,0.2803
2.7855,0.1016
2.8056,0.3005
2.8257,0.4093
2.8458,0.2185
2.8658,0.2376
2.8859,0.3265
2.9060,0.3165
2.9261,0.2424
2.9462,0.2027
2.9664,0.1496
2.9866,0.2985
3.0069,0.2138
3.0273,0.1112
3.0477,0.4976
3.0682,0.0876
3.0888,0.2577
3.1095,0.3663
3.1302,0.1019
3.1510,0.3074
3.1719,0.2911
3.1928,0.1667
3.2138,0.2607
3.2348,0.2228
3.2559,0.1673
3.2770,0.2854
3.2982,0.2334
3.3195,0.2943
3.3407,0.3510
3.3621,0.2940
3.3834,0.3585
3.4048,0.2575
3.4262,0.2193
3.4477,0.1038
3.4691,0.1658
3.4906,0.1109
3.5122,0.3377
3.5337,0.3049
3.5553,0.1436
3.5768,0.0397
3.5984,0.2829
3.6200,0.2110
3.6416,0.1172
3.6632,0.2813
3.6848,0.1531
3.7064,0.2407
3.7280,0.2143
3.7495,0.2517
3.7711,0.0940
3.7927,0.1952
3.8142,0.2947
3.8358,0.0935
3.8573,0.0850
3.8787,0.2119
3.9002,0.0747
3.9217,0.1271
3.9431,0.0871
3.9645,-0.0014
3.9859,0.3119
4.0073,0.1516
4.0287,-0.0134
4.0500,0.0707
4.0713,0.1056
4.0927,0.0411
4.1140,0.1939
4.1353,-0.2122
4.1566,0.3055
4.1778,0.0666
4.1991,0.2477
4.2204,0.1934
4.2416,0.2430
4.2629,0.0102
4.2841,0.0672
4.3053,0.1966
4.3265,0.1745
4.3478,0.1579
4.3690,0.1729
4.3902,0.1668
4.4114,0.0366
4.4326,0.1258
4.4538,0.1068
4.4750,0.1069
4.4961,0.0777
4.5173,-0.0629
4.5385,0.0537
4.5597,0.2615
4.5809,0.1244
4.6021,0.1354
4.6233,0.1438
4.6445,0.0725
4.6657,-0.0580
4.6869,0.0231
4.7082,0.1529
4.7294,0.0971
4.7506,0.1713
4.7718,0.2219
4.7931,0.0637
4.8143,0.1503
4.8356,0.3221
4.8568,0.0976
4.8781,0.0298
4.8994,0.1501
4.9206,0.1170
4.9419,0.0315
4.9632,0.0579
4.9845,0.1926
5.0058,0.1279
5.0271,0.0704
5.0484,0.0338
5.0697,0.1927
5.0910,0.1551
5.1123,0.1713
5.1336,0.0682
5.1550,0.1335
5.1763,-0.1338
5.1976,0.1123
5.2190,0.1436
5.2403,0.0850
5.2616,0.0168
5.2830,0.2258
5.3043,0.0088
5.3257,0.0171
5.3470,0.0683
5.3684,0.0395
5.3897,0.1099
5.4111,0.0365
5.4324,0.1139
5.4538,-0.1190
5.4752,0.0812
5.4965,-0.0253
5.5179,0.1868
5.5393,0.0190
5.5606,0.2238
5.5820,0.1967
5.6034,-0.0028
5.6247,0.0980
5.6461,-0.0877
5.6675,0.0691
5.6889,0.0607
5.7102,0.0073
5.7316,0.0609
5.7530,0.0373
5.7744,0.2725
5.7957,0.1222
5.8171,0.0080
5.8385,0.1744
5.8598,0.1007
5.8812,0.0787
5.9026,-0.0299
5.9240,0.0394
5.9453,-0.0142
5.9667,-0.0288
5.9881,-0.1292
6.0094,0.0368
6.0308,0.1906
6.0521,-0.0281
6.0735,-0.1056
6.0949,0.0176
6.1162,0.0352
6.1376,0.0195
6.1589,0.0304
6.1803,-0.0629
6.2017,0.1455
6.2230,0.0122
6.2444,0.0047
6.2657,0.1755
6.2871,0.1640
6.3084,-0.0453
6.3298,0.2039
6.3511,0.1099
6.3725,0.0388
6.3938,0.2005
6.4152,0.0121
6.4365,0.0838
6.4579,0.1476
6.4792,0.2101
6.5006,-0.0126
6.5219,0.1390
6.5432,0.1221
6.5646,-0.0014
6.5859,-0.0651
6.6073,0.1616
6.6286,-0.0231
6.6499,0.1639
6.6713,0.1298
6.6926,-0.1702
6.7140,0.1326
6.7353,0.1958
6.7566,-0.0194
6.7780,0.0136
6.7993,0.2449
6.8206,0.0373
6.8420,-0.0442
6.8633,-0.2184
6.8846,0.1100
6.9060,-0.2513
6.9273,-0.0239
6.9486,0.2835
6.9700,-0.0475
6.9913,0.0066
7.0126,-0.0097
7.0340,0.0649
7.0553,-0.0467
7.0766,0.0900
7.0979,0.1660
7.1193,-0.0910
7.1406,0.1352
7.1619,0.0407
7.1832,0.0163
7.2046,-0.2541
7.2259,0.0256
7.2472,0.0191
7.2685,0.0203
7.2899,-0.0223
7.3112,0.0474
7.3325,-0.0127
7.3538,-0.0040
7.3752,-0.0188
7.3965,-0.1073
7.4178,0.0382
7.4391,0.1621
7.4605,0.0412
7.4818,-0.0427
7.5031,0.0118
7.5244,0.0974
7.5458,0.1577
7.5671,0.0664
7.5884,0.0025
7.6097,0.0189
7.6310,0.1325
7.6524,-0.0458
7.6737,-0.0961
7.6950,-0.0062
7.7163,0.1503
7.7376,0.1615
7.7590,0.0484
7.7803,0.0621
7.8016,-0.1599
7.8229,0.1698
7.8443,0.0357
7.8656,-0.1260
7.8869,0.0192
7.9082,0.1655
7.9295,-0.0843
7.9509,-0.1651
7.9722,-0.0688
7.9935,-0.0257
8.0148,0.0825
8.0362,0.0814
8.0575,0.0144
8.0788,0.1728
8.1001,0.0191
8.1214,-0.1152
8.1428,-0.0370
8.1641,0.1208
8.1854,-0.0022
8.2067,0.0868
8.2281,0.0627
8.2494,-0.1213
8.2707,-0.0574
8.2920,-0.1727
8.3134,-0.1143
8.3347,-0.1010
8.3560,-0.1660
8.3773,0.1104
8.3987,-0.1717
8.4200,0.0481
8.4413,-0.0662
8.4626,0.1231
8.4840,-0.0170
8.5053,-0.1121
8.5266,-0.0419
8.5480,0.0620
8.5693,-0.0871
8.5906,-0.0660
8.6119,0.1833
8.6333,0.1529
8.6546,-0.0040
8.6759,0.0478
8.6973,-0.0889
8.7186,-0.0857
8.7399,-0.1118
8.7613,-0.0455
8.7826,-0.2064
8.8039,-0.0610
8.8253,0.0517
8.8466,-0.0199
8.8679,-0.0531
8.8893,-0.0789
8.9106,-0.0322
8.9320,0.0937
8.9533,0.0834
8.9746,0.0999
8.9960,0.0140
9.0173,-0.0188
9.0387,-0.0055
9.0600,0.0115
9.0814,-0.0866
9.1027,-0.1748
9.1240,-0.1839
9.1454,-0.0071
9.1667,0.2737
9.1881,-0.1438
9.2094,0.0133
9.2308,-0.0464
9.2521,-0.0017
9.2735,-0.0759
9.2948,0.0200
9.3162,0.1168
9.3375,0.0600
9.3589,0.0309
9.3802,-0.0202
9.4016,0.0353
9.4230,-0.0504
9.4443,-0.1490
9.4657,0.1652
9.4870,0.0404
9.5084,0.1199
9.5298,-0.0367
9.5511,-0.0514
9.5725,0.1131
9.5939,0.1573
9.6152,0.1839
9.6366,0.1879
9.6580,-0.1106
9.6793,-0.0521
9.7007,-0.0851
9.7221,0.0488
9.7434,0.1152
9.7648,-0.0984
9.7862,-0.0501
9.8076,-0.0293
9.8289,-0.0195
9.8503,0.0309
9.8717,0.0286
9.8931,0.1700
9.9145,-0.0234
9.9358,-0.0761
9.9572,-0.0740
9.9786,0.1310
10.0000,0.0058
