date = 2022/02/31
apparatus = Rockwell Micro Encabulator
time encabulation
0.0000 -0.0291
0.0218 -0.0817
0.0435 0.2249
0.0653 0.0339
0.0870 -0.0545
0.1087 0.1046
0.1304 0.0984
0.1521 0.0749
0.1737 -0.0131
0.1953 0.0090
0.2170 -0.0360
0.2385 0.1083
0.2601 0.0365
0.2817 0.0246
0.3032 0.0972
0.3248 0.1708
0.3463 0.0281
0.3678 0.0068
0.3892 -0.1013
0.4107 -0.1296
0.4322 0.0057
0.4536 -0.0793
0.4750 -0.1736
0.4964 -0.0329
0.5178 0.0041
0.5392 0.0116
0.5606 0.2420
0.5819 0.1427
0.6032 0.1126
0.6246 -0.0612
0.6459 0.2540
0.6672 0.0328
0.6885 0.1447
0.7098 -0.0359
0.7311 -0.0951
0.7523 -0.0220
0.7736 -0.0640
0.7948 0.0742
0.8161 -0.0306
0.8373 -0.1147
0.8585 0.1029
0.8797 -0.0813
0.9009 0.0874
0.9221 0.1311
0.9433 -0.1731
0.9645 -0.0467
0.9856 -0.1808
1.0068 0.1112
1.0280 0.0289
1.0491 -0.1233
1.0703 0.0230
1.0914 0.0881
1.1125 -0.0888
1.1337 -0.0642
1.1548 -0.0154
1.1759 0.1644
1.1970 -0.0685
1.2182 -0.0056
1.2393 -0.1350
1.2604 0.1843
1.2815 0.0248
1.3026 0.0518
1.3237 0.2763
1.3448 0.0494
1.3659 0.0641
1.3870 -0.0482
1.4081 -0.0005
1.4292 0.1388
1.4503 -0.0205
1.4714 0.0154
1.4925 0.0658
1.5136 -0.0529
1.5347 0.0563
1.5558 -0.0358
1.5769 0.0210
1.5980 0.0073
1.6191 0.2483
1.6402 0.1494
1.6613 0.0274
1.6825 -0.0655
1.7036 -0.0054
1.7247 0.0947
1.7458 0.1692
1.7670 -0.1278
1.7881 0.1363
1.8093 0.1242
1.8304 -0.0546
1.8516 -0.0042
1.8727 -0.0367
1.8939 0.0327
1.9151 0.2964
1.9362 0.0908
1.9574 0.1182
1.9786 0.0460
1.9998 0.0212
2.0210 -0.0950
2.0423 -0.1360
2.0635 0.1910
2.0847 0.2745
2.1060 -0.0624
2.1272 -0.1185
2.1485 -0.0638
2.1698 0.1157
2.1911 0.0573
2.2124 0.0294
2.2337 -0.0189
2.2550 0.1177
2.2763 0.0241
2.2977 -0.0293
2.3190 0.1998
2.3404 0.0468
2.3618 0.1046
2.3832 -0.0952
2.4046 0.0169
2.4260 0.1505
2.4475 0.0746
2.4689 -0.2011
2.4904 0.2455
2.5119 -0.0909
2.5334 0.0244
2.5549 0.1917
2.5764 0.1061
2.5980 0.0736
2.6196 0.1288
2.6411 -0.1506
2.6627 0.1368
2.6844 0.1256
2.7060 0.1249
2.7276 0.1019
2.7493 0.2042
2.7710 -0.0423
2.7927 0.0436
2.8145 0.0071
2.8362 0.0247
2.8580 -0.0666
2.8798 0.1018
2.9016 0.0271
2.9234 -0.1709
2.9453 0.1038
2.9671 0.1033
2.9890 -0.1317
3.0109 -0.0159
3.0328 0.0005
3.0547 0.0653
3.0767 0.1289
3.0986 0.2699
3.1205 0.0564
3.1425 0.1496
3.1644 0.1352
3.1864 0.1268
3.2083 0.1303
3.2302 -0.0922
3.2522 0.2075
3.2741 0.1007
3.2960 0.0203
3.3179 -0.0083
3.3398 0.1734
3.3617 0.1295
3.3835 0.3614
3.4053 0.1556
3.4272 0.1903
3.4490 0.0638
3.4707 0.0892
3.4925 0.0157
3.5142 0.1620
3.5359 -0.0259
3.5576 0.1105
3.5792 0.1131
3.6008 0.1365
3.6224 0.2071
3.6439 0.1613
3.6654 0.1279
3.6869 -0.1001
3.7083 -0.0139
3.7296 0.2115
3.7510 0.0287
3.7722 -0.0494
3.7935 0.3254
3.8146 0.2843
3.8357 0.0475
3.8568 0.0422
3.8778 0.1251
3.8988 0.0542
3.9197 0.1568
3.9405 0.1278
3.9613 0.2078
3.9820 0.3037
4.0026 0.2615
4.0232 0.0992
4.0437 0.2499
4.0641 -0.0468
4.0845 0.2042
4.1047 0.2119
4.1249 0.1036
4.1451 0.0745
4.1651 0.1896
4.1851 0.0558
4.2050 0.1278
4.2248 0.1409
4.2445 0.2576
